0:0:0:0:0:0:0:1 - - [06/Dec/2017:12:27:01 +0530] "GET / HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:18:01 +0530] "GET /api/components/show?component=Demo1 HTTP/1.1" 200 175 "http://localhost:9000/dashboard?id=Demo1" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqy2MH7VjP3GGfAAAb"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:18:01 +0530] "GET /api/navigation/component?componentKey=Demo1 HTTP/1.1" 200 618 "http://localhost:9000/dashboard?id=Demo1" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqy2MH7VjP3GGfAAAa"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:18:01 +0530] "GET /api/project_branches/list?project=Demo1 HTTP/1.1" 200 72 "http://localhost:9000/dashboard?id=Demo1" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqy2MH7VjP3GGfAAAc"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:18:01 +0530] "GET /api/ce/component?componentKey=Demo1 HTTP/1.1" 200 12 "http://localhost:9000/dashboard?id=Demo1" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqy2MH7VjP3GGfAAAd"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:18:09 +0530] "GET /api/components/search_projects?filter=isFavorite&ps=1 HTTP/1.1" 200 77 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqy2MH7VjP3GGfAAAe"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:18:09 +0530] "GET /api/components/search_projects?ps=50&facets=reliability_rating%2Csecurity_rating%2Csqale_rating%2Ccoverage%2Cduplicated_lines_density%2Cncloc%2Calert_status%2Clanguages%2Ctags&f=analysisDate%2CleakPeriodDate HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqy2MH7VjP3GGfAAAf"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:18:09 +0530] "GET /api/organizations/search?organizations=default-organization HTTP/1.1" 200 144 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqy2MH7VjP3GGfAAAg"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:18:09 +0530] "GET /api/measures/search?projectKeys=Demo1&metricKeys=alert_status%2Cbugs%2Creliability_rating%2Cvulnerabilities%2Csecurity_rating%2Ccode_smells%2Csqale_rating%2Cduplicated_lines_density%2Ccoverage%2Cncloc%2Cncloc_language_distribution HTTP/1.1" 200 15 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAqy2MH7VjP3GGfAAAh"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:01 +0530] "GET /projects HTTP/1.1" 200 - "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:01 +0530] "GET /projects HTTP/1.1" 200 - "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:01 +0530] "GET /favicon.ico HTTP/1.1" 200 5430 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:02 +0530] "GET /api/l10n/index?locale=en-GB&ts=2017-12-06T07%3A47%3A25%2B0000 HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:02 +0530] "GET /api/system/status HTTP/1.1" 200 73 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:02 +0530] "GET /api/system/status HTTP/1.1" 200 73 "http://localhost:9000/maintenance?return_to=%2Fprojects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:07 +0530] "GET /api/system/status HTTP/1.1" 200 73 "http://localhost:9000/maintenance?return_to=%2Fprojects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:12 +0530] "GET /api/system/status HTTP/1.1" 200 73 "http://localhost:9000/maintenance?return_to=%2Fprojects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "-"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:17 +0530] "GET /api/system/status HTTP/1.1" 200 67 "http://localhost:9000/maintenance?return_to=%2Fprojects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAA"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:20 +0530] "GET /projects HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2Fprojects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAB"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:20 +0530] "GET / HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2Fprojects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAC"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:21 +0530] "GET /api/l10n/index?locale=en-GB&ts=2017-12-06T08%3A01%3A02%2B0000 HTTP/1.1" 304 - "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAD"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:21 +0530] "GET /api/system/status HTTP/1.1" 200 67 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAE"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:21 +0530] "GET /api/users/current HTTP/1.1" 200 98 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAF"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:21 +0530] "GET /api/languages/list HTTP/1.1" 200 247 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAH"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:21 +0530] "GET /api/navigation/global HTTP/1.1" 200 575 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAG"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:22 +0530] "GET /api/settings/values?keys=sonar.lf.aboutText HTTP/1.1" 200 15 "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAK"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:23 +0530] "GET /api/navigation/global HTTP/1.1" 200 575 "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAM"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:23 +0530] "GET /api/users/identity_providers HTTP/1.1" 200 24 "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAL"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:24 +0530] "GET /api/components/search_projects?ps=1 HTTP/1.1" 200 205 "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAI"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:24 +0530] "GET /api/issues/search?resolved=false&facets=types&ps=1&additionalFields=_all HTTP/1.1" 200 500 "http://localhost:9000/about" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAJ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:33 +0530] "POST /api/authentication/login HTTP/1.1" 200 - "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAN"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:33 +0530] "GET / HTTP/1.1" 200 - "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAO"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:34 +0530] "GET /api/l10n/index?locale=en-GB&ts=2017-12-06T08%3A01%3A02%2B0000 HTTP/1.1" 304 - "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAP"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:34 +0530] "GET /api/system/status HTTP/1.1" 200 67 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAQ"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:34 +0530] "GET /api/users/current HTTP/1.1" 200 309 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAR"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:34 +0530] "GET /api/languages/list HTTP/1.1" 200 247 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAT"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:34 +0530] "GET /api/navigation/global HTTP/1.1" 200 574 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAS"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:35 +0530] "GET /api/components/search_projects?filter=isFavorite&ps=1 HTTP/1.1" 200 77 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAU"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:35 +0530] "GET /api/components/search_projects?ps=50&facets=reliability_rating%2Csecurity_rating%2Csqale_rating%2Ccoverage%2Cduplicated_lines_density%2Cncloc%2Calert_status%2Clanguages%2Ctags&f=analysisDate%2CleakPeriodDate HTTP/1.1" 200 - "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAV"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:37 +0530] "GET /api/organizations/search?organizations=default-organization HTTP/1.1" 200 144 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAX"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:13:31:37 +0530] "GET /api/measures/search?projectKeys=Demo1&metricKeys=alert_status%2Cbugs%2Creliability_rating%2Cvulnerabilities%2Csecurity_rating%2Ccode_smells%2Csqale_rating%2Cduplicated_lines_density%2Ccoverage%2Cncloc%2Cncloc_language_distribution HTTP/1.1" 200 15 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWAq19nYXVsxuqAHAAAW"
127.0.0.1 - - [06/Dec/2017:13:32:07 +0530] "GET /batch/index HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAY"
127.0.0.1 - - [06/Dec/2017:13:32:07 +0530] "GET /batch/file?name=sonar-scanner-engine-shaded-6.7.jar HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAZ"
127.0.0.1 - - [06/Dec/2017:13:32:08 +0530] "GET /api/settings/values.protobuf HTTP/1.1" 200 3768 "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAa"
127.0.0.1 - - [06/Dec/2017:13:32:09 +0530] "GET /api/plugins/installed HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAb"
127.0.0.1 - - [06/Dec/2017:13:32:10 +0530] "GET /deploy/plugins/flex/sonar-flex-plugin-2.3.jar HTTP/1.1" 200 1618672 "-" "ScannerCli/3.0.3.778" "-"
127.0.0.1 - - [06/Dec/2017:13:32:10 +0530] "GET /deploy/plugins/csharp/sonar-csharp-plugin-6.5.0.3766.jar HTTP/1.1" 200 2703958 "-" "ScannerCli/3.0.3.778" "-"
127.0.0.1 - - [06/Dec/2017:13:32:10 +0530] "GET /deploy/plugins/javascript/sonar-javascript-plugin-3.2.0.5506.jar HTTP/1.1" 200 3355702 "-" "ScannerCli/3.0.3.778" "-"
127.0.0.1 - - [06/Dec/2017:13:32:10 +0530] "GET /deploy/plugins/java/sonar-java-plugin-4.15.0.12310.jar HTTP/1.1" 200 6759535 "-" "ScannerCli/3.0.3.778" "-"
127.0.0.1 - - [06/Dec/2017:13:32:10 +0530] "GET /deploy/plugins/php/sonar-php-plugin-2.11.0.2485.jar HTTP/1.1" 200 3022870 "-" "ScannerCli/3.0.3.778" "-"
127.0.0.1 - - [06/Dec/2017:13:32:11 +0530] "GET /deploy/plugins/python/sonar-python-plugin-1.8.0.1496.jar HTTP/1.1" 200 4024311 "-" "ScannerCli/3.0.3.778" "-"
127.0.0.1 - - [06/Dec/2017:13:32:11 +0530] "GET /deploy/plugins/scmgit/sonar-scm-git-plugin-1.3.0.869.jar HTTP/1.1" 200 3625962 "-" "ScannerCli/3.0.3.778" "-"
127.0.0.1 - - [06/Dec/2017:13:32:11 +0530] "GET /deploy/plugins/scmsvn/sonar-scm-svn-plugin-1.6.0.860.jar HTTP/1.1" 200 6680471 "-" "ScannerCli/3.0.3.778" "-"
127.0.0.1 - - [06/Dec/2017:13:32:11 +0530] "GET /deploy/plugins/typescript/sonar-typescript-plugin-1.1.0.1079.jar HTTP/1.1" 200 2250667 "-" "ScannerCli/3.0.3.778" "-"
127.0.0.1 - - [06/Dec/2017:13:32:11 +0530] "GET /deploy/plugins/xml/sonar-xml-plugin-1.4.3.1027.jar HTTP/1.1" 200 7368250 "-" "ScannerCli/3.0.3.778" "-"
127.0.0.1 - - [06/Dec/2017:13:32:37 +0530] "GET /batch/index HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAc"
127.0.0.1 - - [06/Dec/2017:13:32:38 +0530] "GET /api/settings/values.protobuf HTTP/1.1" 200 3768 "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAd"
127.0.0.1 - - [06/Dec/2017:13:32:39 +0530] "GET /api/plugins/installed HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAe"
127.0.0.1 - - [06/Dec/2017:13:32:40 +0530] "GET /batch/project.protobuf?key=Demo1 HTTP/1.1" 200 9 "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAf"
127.0.0.1 - - [06/Dec/2017:13:32:41 +0530] "GET /api/qualityprofiles/search.protobuf?projectKey=Demo1 HTTP/1.1" 200 926 "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAg"
127.0.0.1 - - [06/Dec/2017:13:32:42 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkNkzr-QASG3T4i8X&p=1&ps=500 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAh"
127.0.0.1 - - [06/Dec/2017:13:32:43 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkNtIr-QASG3T4jD3&p=1&ps=500 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAi"
127.0.0.1 - - [06/Dec/2017:13:32:43 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkOHLr-QASG3T4jJd&p=1&ps=500 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAj"
127.0.0.1 - - [06/Dec/2017:13:32:43 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkODlr-QASG3T4jIe&p=1&ps=500 HTTP/1.1" 200 288 "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAk"
127.0.0.1 - - [06/Dec/2017:13:32:43 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkOQmr-QASG3T4jPD&p=1&ps=500 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAl"
127.0.0.1 - - [06/Dec/2017:13:32:43 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkOXAr-QASG3T4jRC&p=1&ps=500 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAm"
127.0.0.1 - - [06/Dec/2017:13:32:43 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkOnLr-QASG3T4jTz&p=1&ps=500 HTTP/1.1" 200 7509 "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAn"
127.0.0.1 - - [06/Dec/2017:13:32:43 +0530] "GET /api/rules/search.protobuf?f=repo,name,severity,lang,internalKey,templateKey,params,actives,createdAt&activation=true&qprofile=AWAqkOsRr-QASG3T4jU3&p=1&ps=500 HTTP/1.1" 200 7450 "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAo"
127.0.0.1 - - [06/Dec/2017:13:32:43 +0530] "GET /api/metrics/search?f=name,description,direction,qualitative,custom&ps=500&p=1 HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAp"
127.0.0.1 - - [06/Dec/2017:13:32:45 +0530] "GET /api/rules/list.protobuf HTTP/1.1" 200 - "-" "ScannerCli/3.0.3.778" "AWAq19nYXVsxuqAHAAAq"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:25:52 +0530] "GET / HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF7jJAEL1NBAAAA"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:25:52 +0530] "GET /account/security/ HTTP/1.1" 200 - "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAAA"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:25:58 +0530] "GET /api/l10n/index?locale=en-GB&ts=2017-12-06T08%3A01%3A02%2B0000 HTTP/1.1" 200 - "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAAB"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:25:59 +0530] "GET /api/l10n/index?locale=en-GB&ts=2017-12-06T08%3A55%3A58%2B0000 HTTP/1.1" 304 - "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAAD"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:26:02 +0530] "GET /projects HTTP/1.1" 200 - "http://localhost:9000/sessions/new" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAAE"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:26:04 +0530] "GET /api/l10n/index?locale=en-GB&ts=2017-12-06T08%3A55%3A58%2B0000 HTTP/1.1" 304 - "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAAF"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:26:09 +0530] "GET /api/system/status HTTP/1.1" 200 67 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAAC"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:26:09 +0530] "GET /api/system/status HTTP/1.1" 200 67 "http://localhost:9000/account/security/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAAG"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:26:09 +0530] "GET /api/system/status HTTP/1.1" 200 67 "http://localhost:9000/projects" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAAI"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:26:10 +0530] "GET /api/users/current HTTP/1.1" 200 98 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAAH"
0:0:0:0:0:0:0:1 - - [06/Dec/2017:14:26:10 +0530] "GET /api/languages/list HTTP/1.1" 200 247 "http://localhost:9000/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/62.0.3202.94 Chrome/62.0.3202.94 Safari/537.36" "AWArCdF9N+5jK5UPAAAK"
